Data from FLMT043001_11-38-52-208.txt Node
Date: Wed Sep 20 11:38:52 AWST 2023
User: vk1team
Spectrometer: FLMT04300
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195.236	-160.43
195.457	-160.43
195.678	-160.43
195.899	-114.51
196.119	-33.26
196.34	67.41
196.561	-75.65
196.782	-59.76
197.002	19.72
197.223	25.02
197.444	-29.73
197.664	17.96
197.885	58.58
198.106	-1.47
198.326	-12.07
198.547	-15.6
198.768	5.59
198.988	0.29
199.209	-15.6
199.429	39.15
199.65	-65.06
199.871	55.05
200.091	-35.03
200.312	40.92
200.532	-26.2
200.753	58.58
200.973	-61.52
201.194	42.68
201.414	30.32
201.635	-49.16
201.855	25.02
202.076	-63.29
202.296	25.02
202.516	39.15
202.737	49.75
202.957	-107.44
203.178	14.42
203.398	-5
203.618	90.37
203.839	-24.43
204.059	-1.47
204.279	-59.76
204.5	-42.09
204.72	-50.93
204.94	-33.26
205.16	33.85
205.381	37.38
205.601	10.89
205.821	-47.39
206.041	53.28
206.262	47.98
206.482	25.02
206.702	9.13
206.922	32.09
207.142	30.32
207.362	47.98
207.583	33.85
207.803	-10.3
208.023	-47.39
208.243	67.41
208.463	19.72
208.683	79.77
208.903	37.38
209.123	25.02
209.343	-12.07
209.563	-8.54
209.783	63.88
210.003	21.49
210.223	30.32
210.443	35.62
210.663	-96.85
210.883	35.62
211.103	25.02
211.323	7.36
211.543	28.55
211.763	-31.5
211.983	-13.84
212.202	115.1
212.422	-17.37
212.642	14.42
212.862	-19.13
213.082	17.96
213.302	-10.3
213.521	-8.54
213.741	-42.09
213.961	116.86
214.181	-36.8
214.4	108.03
214.62	44.45
214.84	-10.3
215.06	30.32
215.279	-29.73
215.499	60.35
215.719	46.22
215.938	2.06
216.158	17.96
216.377	33.85
216.597	-15.6
216.817	83.31
217.036	53.28
217.256	-15.6
217.475	69.18
217.695	76.24
217.914	55.05
218.134	23.26
218.354	-26.2
218.573	30.32
218.793	62.11
219.012	104.5
219.231	53.28
219.451	0.29
219.67	-31.5
219.89	-8.54
220.109	23.26
220.329	-8.54
220.548	70.94
220.767	2.06
220.987	-1.47
221.206	3.83
221.425	-33.26
221.645	32.09
221.864	32.09
222.083	-57.99
