x-axis,1,2
second,Volt,Volt
-115.300E+00,+7.056E+00,+5.079E+00
-115.200E+00,+6.976E+00,+5.079E+00
-115.100E+00,+7.056E+00,+5.160E+00
-115.000E+00,+7.257E+00,+5.160E+00
-114.900E+00,+7.056E+00,+5.120E+00
-114.800E+00,+7.177E+00,+5.039E+00
-114.700E+00,+7.056E+00,+5.079E+00
-114.600E+00,+7.056E+00,+5.079E+00
-114.500E+00,+7.257E+00,+5.160E+00
-114.400E+00,+7.217E+00,+5.160E+00
-114.300E+00,+7.337E+00,+5.160E+00
-114.200E+00,+7.136E+00,+5.079E+00
-114.100E+00,+7.096E+00,+5.280E+00
-114.000E+00,+7.257E+00,+5.160E+00
-113.900E+00,+7.217E+00,+5.120E+00
-113.800E+00,+7.257E+00,+4.959E+00
-113.700E+00,+7.378E+00,+5.079E+00
-113.600E+00,+7.297E+00,+4.999E+00
-113.500E+00,+7.257E+00,+4.959E+00
-113.400E+00,+7.418E+00,+4.999E+00
-113.300E+00,+7.458E+00,+4.959E+00
-113.200E+00,+7.337E+00,+5.079E+00
-113.100E+00,+7.418E+00,+5.160E+00
-113.000E+00,+7.257E+00,+4.959E+00
-112.900E+00,+7.458E+00,+5.280E+00
-112.800E+00,+7.538E+00,+5.039E+00
-112.700E+00,+7.458E+00,+5.160E+00
-112.600E+00,+7.458E+00,+4.959E+00
-112.500E+00,+7.458E+00,+4.959E+00
-112.400E+00,+7.780E+00,+4.999E+00
-112.300E+00,+7.659E+00,+5.039E+00
-112.200E+00,+7.579E+00,+5.039E+00
-112.100E+00,+7.659E+00,+4.959E+00
-112.000E+00,+7.659E+00,+4.959E+00
-111.900E+00,+7.659E+00,+5.160E+00
-111.800E+00,+7.860E+00,+5.039E+00
-111.700E+00,+7.780E+00,+5.240E+00
-111.600E+00,+7.659E+00,+4.999E+00
-111.500E+00,+7.659E+00,+4.959E+00
-111.400E+00,+7.659E+00,+5.160E+00
-111.300E+00,+7.780E+00,+5.079E+00
-111.200E+00,+7.860E+00,+5.160E+00
-111.100E+00,+7.860E+00,+5.160E+00
-111.000E+00,+7.860E+00,+5.160E+00
-110.900E+00,+7.860E+00,+5.160E+00
-110.800E+00,+7.860E+00,+5.079E+00
-110.700E+00,+7.820E+00,+4.959E+00
-110.600E+00,+7.900E+00,+4.999E+00
-110.500E+00,+7.860E+00,+5.160E+00
-110.400E+00,+8.021E+00,+4.999E+00
-110.300E+00,+7.981E+00,+5.079E+00
-110.200E+00,+8.061E+00,+5.039E+00
-110.100E+00,+7.900E+00,+5.160E+00
-110.000E+00,+8.061E+00,+5.160E+00
-109.900E+00,+8.101E+00,+5.321E+00
-109.800E+00,+8.061E+00,+5.039E+00
-109.700E+00,+8.141E+00,+5.240E+00
-109.600E+00,+8.061E+00,+4.959E+00
-109.500E+00,+8.061E+00,+5.361E+00
-109.400E+00,+8.222E+00,+5.160E+00
-109.300E+00,+8.141E+00,+5.160E+00
-109.200E+00,+8.262E+00,+5.200E+00
-109.100E+00,+8.222E+00,+5.160E+00
-109.000E+00,+8.262E+00,+5.160E+00
-108.900E+00,+8.503E+00,+5.160E+00
-108.800E+00,+8.262E+00,+5.361E+00
-108.700E+00,+8.141E+00,+5.160E+00
-108.600E+00,+8.262E+00,+5.200E+00
-108.500E+00,+8.262E+00,+5.562E+00
-108.400E+00,+8.423E+00,+5.522E+00
-108.300E+00,+8.383E+00,+5.240E+00
-108.200E+00,+8.463E+00,+5.361E+00
-108.100E+00,+8.423E+00,+5.361E+00
-108.000E+00,+8.463E+00,+5.361E+00
-107.900E+00,+8.463E+00,+5.321E+00
-107.800E+00,+8.463E+00,+5.280E+00
-107.700E+00,+8.584E+00,+5.240E+00
-107.600E+00,+8.664E+00,+5.522E+00
-107.500E+00,+8.463E+00,+5.361E+00
-107.400E+00,+8.664E+00,+5.361E+00
-107.300E+00,+8.584E+00,+5.441E+00
-107.200E+00,+8.664E+00,+5.481E+00
-107.100E+00,+8.463E+00,+5.401E+00
-107.000E+00,+8.664E+00,+5.562E+00
-106.900E+00,+8.664E+00,+5.441E+00
-106.800E+00,+8.664E+00,+5.562E+00
-106.700E+00,+8.664E+00,+5.763E+00
-106.600E+00,+8.825E+00,+5.602E+00
-106.500E+00,+8.664E+00,+5.763E+00
-106.400E+00,+8.664E+00,+5.602E+00
-106.300E+00,+8.865E+00,+5.763E+00
-106.200E+00,+8.785E+00,+5.763E+00
-106.100E+00,+8.865E+00,+5.964E+00
-106.000E+00,+8.865E+00,+5.562E+00
-105.900E+00,+8.865E+00,+5.763E+00
-105.800E+00,+8.825E+00,+5.883E+00
-105.700E+00,+8.785E+00,+5.883E+00
-105.600E+00,+9.026E+00,+6.004E+00
-105.500E+00,+9.066E+00,+5.964E+00
-105.400E+00,+8.905E+00,+5.964E+00
-105.300E+00,+9.066E+00,+6.084E+00
-105.200E+00,+8.986E+00,+6.044E+00
-105.100E+00,+9.066E+00,+6.004E+00
-105.000E+00,+8.865E+00,+5.964E+00
-104.900E+00,+9.066E+00,+5.964E+00
-104.800E+00,+9.187E+00,+6.165E+00
-104.700E+00,+9.066E+00,+5.964E+00
-104.600E+00,+9.066E+00,+6.205E+00
-104.500E+00,+9.066E+00,+6.165E+00
-104.400E+00,+9.106E+00,+6.326E+00
-104.300E+00,+9.146E+00,+6.205E+00
-104.200E+00,+9.267E+00,+6.286E+00
-104.100E+00,+9.267E+00,+6.366E+00
-104.000E+00,+9.066E+00,+6.366E+00
-103.900E+00,+9.106E+00,+6.366E+00
-103.800E+00,+9.066E+00,+6.567E+00
-103.700E+00,+9.267E+00,+6.567E+00
-103.600E+00,+9.428E+00,+6.567E+00
-103.500E+00,+9.267E+00,+6.366E+00
-103.400E+00,+9.468E+00,+6.688E+00
-103.300E+00,+9.347E+00,+6.567E+00
-103.200E+00,+9.468E+00,+6.567E+00
-103.100E+00,+9.468E+00,+6.567E+00
-103.000E+00,+9.468E+00,+6.969E+00
-102.900E+00,+9.468E+00,+6.728E+00
-102.800E+00,+9.347E+00,+6.848E+00
-102.700E+00,+9.548E+00,+6.848E+00
-102.600E+00,+9.508E+00,+6.768E+00
-102.500E+00,+9.468E+00,+6.768E+00
-102.400E+00,+9.629E+00,+6.848E+00
-102.300E+00,+9.468E+00,+6.969E+00
-102.200E+00,+9.669E+00,+6.969E+00
-102.100E+00,+9.669E+00,+7.049E+00
-102.000E+00,+9.669E+00,+7.170E+00
-101.900E+00,+9.629E+00,+7.210E+00
-101.800E+00,+9.548E+00,+7.250E+00
-101.700E+00,+9.669E+00,+7.130E+00
-101.600E+00,+9.629E+00,+7.210E+00
-101.500E+00,+9.870E+00,+7.572E+00
-101.400E+00,+9.669E+00,+7.532E+00
-101.300E+00,+9.749E+00,+7.572E+00
-101.200E+00,+9.870E+00,+7.492E+00
-101.100E+00,+10.031E+00,+7.532E+00
-101.000E+00,+9.669E+00,+7.773E+00
-100.900E+00,+10.031E+00,+7.733E+00
-100.800E+00,+9.870E+00,+7.652E+00
-100.700E+00,+9.870E+00,+7.773E+00
-100.600E+00,+10.031E+00,+7.773E+00
-100.500E+00,+10.071E+00,+7.974E+00
-100.400E+00,+10.031E+00,+7.974E+00
-100.300E+00,+9.950E+00,+7.853E+00
-100.200E+00,+10.071E+00,+8.054E+00
-100.100E+00,+10.071E+00,+8.336E+00
-100.000E+00,+10.071E+00,+8.376E+00
-99.900E+00,+10.232E+00,+8.175E+00
-99.800E+00,+10.071E+00,+8.296E+00
-99.700E+00,+10.071E+00,+8.296E+00
-99.600E+00,+10.232E+00,+8.376E+00
-99.500E+00,+10.071E+00,+8.577E+00
-99.400E+00,+10.071E+00,+8.617E+00
-99.300E+00,+10.272E+00,+8.698E+00
-99.200E+00,+10.192E+00,+8.577E+00
-99.100E+00,+10.232E+00,+8.939E+00
-99.000E+00,+10.272E+00,+8.979E+00
-98.900E+00,+10.272E+00,+8.939E+00
-98.800E+00,+10.393E+00,+9.100E+00
-98.700E+00,+10.272E+00,+8.858E+00
-98.600E+00,+10.433E+00,+9.180E+00
-98.500E+00,+10.272E+00,+8.979E+00
-98.400E+00,+10.473E+00,+9.180E+00
-98.300E+00,+10.272E+00,+9.381E+00
-98.200E+00,+10.473E+00,+9.381E+00
-98.100E+00,+10.312E+00,+9.542E+00
-98.000E+00,+10.473E+00,+9.381E+00
-97.900E+00,+10.473E+00,+9.582E+00
-97.800E+00,+10.473E+00,+9.582E+00
-97.700E+00,+10.473E+00,+9.783E+00
-97.600E+00,+10.473E+00,+9.743E+00
-97.500E+00,+10.473E+00,+9.783E+00
-97.400E+00,+10.674E+00,+9.823E+00
-97.300E+00,+10.594E+00,+9.863E+00
-97.200E+00,+10.594E+00,+10.145E+00
-97.100E+00,+10.513E+00,+10.024E+00
-97.000E+00,+10.674E+00,+9.984E+00
-96.900E+00,+10.674E+00,+10.185E+00
-96.800E+00,+10.594E+00,+10.306E+00
-96.700E+00,+10.674E+00,+10.346E+00
-96.600E+00,+10.835E+00,+10.426E+00
-96.500E+00,+10.674E+00,+10.587E+00
-96.400E+00,+10.714E+00,+10.748E+00
-96.300E+00,+10.674E+00,+10.708E+00
-96.200E+00,+10.754E+00,+10.788E+00
-96.100E+00,+10.835E+00,+10.828E+00
-96.000E+00,+10.875E+00,+10.989E+00
-95.900E+00,+10.875E+00,+11.029E+00
-95.800E+00,+10.875E+00,+11.110E+00
-95.700E+00,+10.996E+00,+11.190E+00
-95.600E+00,+10.875E+00,+11.190E+00
-95.500E+00,+10.875E+00,+11.190E+00
-95.400E+00,+10.875E+00,+11.230E+00
-95.300E+00,+10.996E+00,+11.391E+00
-95.200E+00,+10.955E+00,+11.391E+00
-95.100E+00,+11.076E+00,+11.552E+00
-95.000E+00,+10.875E+00,+11.592E+00
-94.900E+00,+11.036E+00,+11.672E+00
-94.800E+00,+10.955E+00,+11.713E+00
-94.700E+00,+10.955E+00,+11.793E+00
-94.600E+00,+11.237E+00,+11.793E+00
-94.500E+00,+11.076E+00,+11.994E+00
-94.400E+00,+11.116E+00,+12.155E+00
-94.300E+00,+11.076E+00,+12.195E+00
-94.200E+00,+11.277E+00,+11.994E+00
-94.100E+00,+11.076E+00,+12.034E+00
-94.000E+00,+11.277E+00,+11.994E+00
-93.900E+00,+11.277E+00,+12.034E+00
-93.800E+00,+11.156E+00,+12.195E+00
-93.700E+00,+11.277E+00,+12.195E+00
-93.600E+00,+11.116E+00,+12.195E+00
-93.500E+00,+11.277E+00,+12.195E+00
-93.400E+00,+11.317E+00,+12.155E+00
-93.300E+00,+11.237E+00,+12.195E+00
-93.200E+00,+11.398E+00,+12.396E+00
-93.100E+00,+11.317E+00,+12.195E+00
-93.000E+00,+11.478E+00,+12.195E+00
-92.900E+00,+11.277E+00,+12.195E+00
-92.800E+00,+11.398E+00,+12.074E+00
-92.700E+00,+11.357E+00,+12.074E+00
-92.600E+00,+11.478E+00,+12.074E+00
-92.500E+00,+11.679E+00,+11.994E+00
-92.400E+00,+11.478E+00,+11.994E+00
-92.300E+00,+11.478E+00,+11.994E+00
-92.200E+00,+11.558E+00,+12.115E+00
-92.100E+00,+11.518E+00,+11.994E+00
-92.000E+00,+11.478E+00,+11.994E+00
-91.900E+00,+11.478E+00,+11.672E+00
-91.800E+00,+11.478E+00,+11.914E+00
-91.700E+00,+11.558E+00,+11.873E+00
-91.600E+00,+11.679E+00,+11.592E+00
-91.500E+00,+11.880E+00,+11.793E+00
-91.400E+00,+11.679E+00,+11.632E+00
-91.300E+00,+11.679E+00,+11.512E+00
-91.200E+00,+11.679E+00,+11.592E+00
-91.100E+00,+11.679E+00,+11.431E+00
-91.000E+00,+11.880E+00,+11.592E+00
-90.900E+00,+11.679E+00,+11.391E+00
-90.800E+00,+11.800E+00,+11.270E+00
-90.700E+00,+12.001E+00,+11.190E+00
-90.600E+00,+11.880E+00,+11.190E+00
-90.500E+00,+11.880E+00,+11.190E+00
-90.400E+00,+11.880E+00,+11.029E+00
-90.300E+00,+11.880E+00,+10.989E+00
-90.200E+00,+11.880E+00,+10.989E+00
-90.100E+00,+11.719E+00,+10.828E+00
-90.000E+00,+11.880E+00,+10.989E+00
-89.900E+00,+12.041E+00,+10.949E+00
-89.800E+00,+11.960E+00,+10.708E+00
-89.700E+00,+11.960E+00,+10.788E+00
-89.600E+00,+12.081E+00,+10.788E+00
-89.500E+00,+12.081E+00,+10.587E+00
-89.400E+00,+12.041E+00,+10.547E+00
-89.300E+00,+12.081E+00,+10.507E+00
-89.200E+00,+11.960E+00,+10.587E+00
-89.100E+00,+12.242E+00,+10.547E+00
-89.000E+00,+12.081E+00,+10.587E+00
-88.900E+00,+12.081E+00,+10.346E+00
-88.800E+00,+12.081E+00,+10.386E+00
-88.700E+00,+12.282E+00,+10.507E+00
-88.600E+00,+12.242E+00,+10.225E+00
-88.500E+00,+12.081E+00,+10.386E+00
-88.400E+00,+12.242E+00,+10.185E+00
-88.300E+00,+12.282E+00,+10.306E+00
-88.200E+00,+12.202E+00,+10.064E+00
-88.100E+00,+12.282E+00,+10.185E+00
-88.000E+00,+12.282E+00,+9.984E+00
-87.900E+00,+12.523E+00,+10.024E+00
-87.800E+00,+12.403E+00,+10.185E+00
-87.700E+00,+12.282E+00,+10.064E+00
-87.600E+00,+12.483E+00,+9.944E+00
-87.500E+00,+12.483E+00,+9.984E+00
-87.400E+00,+12.443E+00,+9.984E+00
-87.300E+00,+12.362E+00,+9.783E+00
-87.200E+00,+12.604E+00,+9.863E+00
-87.100E+00,+12.483E+00,+9.823E+00
-87.000E+00,+12.483E+00,+9.984E+00
-86.900E+00,+12.322E+00,+9.823E+00
-86.800E+00,+12.604E+00,+9.783E+00
-86.700E+00,+12.563E+00,+9.703E+00
-86.600E+00,+12.362E+00,+9.662E+00
-86.500E+00,+12.483E+00,+9.783E+00
-86.400E+00,+12.684E+00,+9.622E+00
-86.300E+00,+12.684E+00,+9.783E+00
-86.200E+00,+12.604E+00,+9.582E+00
-86.100E+00,+12.483E+00,+9.622E+00
-86.000E+00,+12.684E+00,+9.582E+00
-85.900E+00,+12.885E+00,+9.421E+00
-85.800E+00,+12.684E+00,+9.582E+00
-85.700E+00,+12.805E+00,+9.662E+00
-85.600E+00,+12.885E+00,+9.542E+00
-85.500E+00,+12.885E+00,+9.582E+00
-85.400E+00,+12.724E+00,+9.421E+00
-85.300E+00,+13.006E+00,+9.502E+00
-85.200E+00,+12.684E+00,+9.502E+00
-85.100E+00,+12.925E+00,+9.582E+00
-85.000E+00,+12.885E+00,+9.381E+00
-84.900E+00,+12.885E+00,+9.542E+00
-84.800E+00,+12.885E+00,+9.582E+00
-84.700E+00,+12.885E+00,+9.582E+00
-84.600E+00,+13.006E+00,+9.542E+00
-84.500E+00,+12.885E+00,+9.582E+00
-84.400E+00,+13.046E+00,+9.421E+00
-84.300E+00,+13.006E+00,+9.582E+00
-84.200E+00,+12.885E+00,+9.461E+00
-84.100E+00,+13.086E+00,+9.542E+00
-84.000E+00,+13.287E+00,+9.582E+00
-83.900E+00,+13.086E+00,+9.582E+00
-83.800E+00,+13.086E+00,+9.582E+00
-83.700E+00,+13.166E+00,+9.662E+00
-83.600E+00,+13.287E+00,+9.783E+00
-83.500E+00,+13.086E+00,+9.582E+00
-83.400E+00,+13.247E+00,+9.582E+00
-83.300E+00,+13.287E+00,+9.783E+00
-83.200E+00,+13.086E+00,+9.783E+00
-83.100E+00,+13.287E+00,+9.783E+00
-83.000E+00,+13.287E+00,+9.582E+00
-82.900E+00,+13.287E+00,+9.622E+00
-82.800E+00,+13.408E+00,+9.904E+00
-82.700E+00,+13.448E+00,+9.783E+00
-82.600E+00,+13.488E+00,+9.783E+00
-82.500E+00,+13.488E+00,+9.783E+00
-82.400E+00,+13.448E+00,+9.944E+00
-82.300E+00,+13.568E+00,+9.984E+00
-82.200E+00,+13.408E+00,+9.863E+00
-82.100E+00,+13.488E+00,+9.984E+00
-82.000E+00,+13.488E+00,+10.185E+00
-81.900E+00,+13.488E+00,+9.984E+00
-81.800E+00,+13.488E+00,+10.185E+00
-81.700E+00,+13.488E+00,+10.306E+00
-81.600E+00,+13.488E+00,+10.185E+00
-81.500E+00,+13.890E+00,+10.185E+00
-81.400E+00,+13.488E+00,+10.426E+00
-81.300E+00,+13.609E+00,+10.386E+00
-81.200E+00,+13.568E+00,+10.386E+00
-81.100E+00,+13.528E+00,+10.547E+00
-81.000E+00,+13.689E+00,+10.386E+00
-80.900E+00,+13.689E+00,+10.426E+00
-80.800E+00,+13.769E+00,+10.507E+00
-80.700E+00,+13.689E+00,+10.587E+00
-80.600E+00,+13.850E+00,+10.748E+00
-80.500E+00,+13.890E+00,+10.788E+00
-80.400E+00,+13.689E+00,+10.788E+00
-80.300E+00,+13.810E+00,+10.788E+00
-80.200E+00,+13.890E+00,+10.788E+00
-80.100E+00,+13.890E+00,+10.828E+00
-80.000E+00,+13.689E+00,+10.989E+00
-79.900E+00,+13.890E+00,+10.989E+00
-79.800E+00,+13.890E+00,+11.190E+00
-79.700E+00,+14.011E+00,+11.110E+00
-79.600E+00,+13.850E+00,+11.351E+00
-79.500E+00,+14.091E+00,+11.391E+00
-79.400E+00,+13.890E+00,+11.230E+00
-79.300E+00,+14.011E+00,+11.391E+00
-79.200E+00,+13.769E+00,+11.391E+00
-79.100E+00,+13.890E+00,+11.592E+00
-79.000E+00,+13.890E+00,+11.793E+00
-78.900E+00,+14.131E+00,+11.632E+00
-78.800E+00,+14.091E+00,+11.592E+00
-78.700E+00,+14.212E+00,+11.672E+00
-78.600E+00,+14.091E+00,+11.954E+00
-78.500E+00,+13.890E+00,+11.994E+00
-78.400E+00,+14.292E+00,+11.994E+00
-78.300E+00,+14.212E+00,+11.994E+00
-78.200E+00,+14.091E+00,+12.074E+00
-78.100E+00,+14.292E+00,+12.235E+00
-78.000E+00,+14.292E+00,+12.195E+00
-77.900E+00,+14.292E+00,+12.436E+00
-77.800E+00,+14.212E+00,+12.597E+00
-77.700E+00,+14.171E+00,+12.517E+00
-77.600E+00,+14.292E+00,+12.597E+00
-77.500E+00,+14.493E+00,+12.798E+00
-77.400E+00,+14.171E+00,+12.798E+00
-77.300E+00,+14.372E+00,+12.838E+00
-77.200E+00,+14.493E+00,+12.999E+00
-77.100E+00,+14.453E+00,+12.999E+00
-77.000E+00,+14.292E+00,+13.200E+00
-76.900E+00,+14.332E+00,+13.200E+00
-76.800E+00,+14.413E+00,+13.401E+00
-76.700E+00,+14.493E+00,+13.280E+00
-76.600E+00,+14.493E+00,+13.401E+00
-76.500E+00,+14.694E+00,+13.602E+00
-76.400E+00,+14.533E+00,+13.642E+00
-76.300E+00,+14.573E+00,+13.883E+00
-76.200E+00,+14.694E+00,+13.803E+00
-76.100E+00,+14.533E+00,+14.004E+00
-76.000E+00,+14.493E+00,+14.205E+00
-75.900E+00,+14.493E+00,+14.004E+00
-75.800E+00,+14.694E+00,+14.205E+00
-75.700E+00,+14.614E+00,+14.205E+00
-75.600E+00,+14.533E+00,+14.688E+00
-75.500E+00,+14.694E+00,+14.607E+00
-75.400E+00,+14.855E+00,+14.647E+00
-75.300E+00,+14.694E+00,+15.009E+00
-75.200E+00,+14.895E+00,+14.889E+00
-75.100E+00,+14.855E+00,+15.130E+00
-75.000E+00,+15.096E+00,+15.210E+00
-74.900E+00,+14.734E+00,+15.210E+00
-74.800E+00,+14.935E+00,+15.170E+00
-74.700E+00,+14.895E+00,+15.331E+00
-74.600E+00,+14.734E+00,+15.451E+00
-74.500E+00,+14.895E+00,+15.612E+00
-74.400E+00,+14.895E+00,+15.652E+00
-74.300E+00,+14.815E+00,+15.813E+00
-74.200E+00,+15.016E+00,+16.014E+00
-74.100E+00,+14.935E+00,+16.175E+00
-74.000E+00,+15.096E+00,+16.215E+00
-73.900E+00,+14.935E+00,+16.577E+00
-73.800E+00,+14.976E+00,+16.617E+00
-73.700E+00,+15.297E+00,+16.537E+00
-73.600E+00,+15.096E+00,+16.818E+00
-73.500E+00,+15.096E+00,+16.617E+00
-73.400E+00,+15.096E+00,+17.019E+00
-73.300E+00,+14.976E+00,+17.019E+00
-73.200E+00,+15.177E+00,+17.140E+00
-73.100E+00,+15.136E+00,+17.220E+00
-73.000E+00,+15.096E+00,+17.421E+00
-72.900E+00,+15.257E+00,+17.622E+00
-72.800E+00,+15.297E+00,+17.703E+00
-72.700E+00,+15.096E+00,+17.823E+00
-72.600E+00,+15.217E+00,+18.064E+00
-72.500E+00,+15.297E+00,+18.225E+00
-72.400E+00,+15.458E+00,+18.225E+00
-72.300E+00,+15.418E+00,+18.426E+00
-72.200E+00,+15.297E+00,+18.507E+00
-72.100E+00,+15.458E+00,+18.627E+00
-72.000E+00,+15.498E+00,+18.828E+00
-71.900E+00,+15.337E+00,+19.029E+00
-71.800E+00,+15.297E+00,+19.110E+00
-71.700E+00,+15.498E+00,+19.230E+00
-71.600E+00,+15.458E+00,+19.391E+00
-71.500E+00,+15.498E+00,+19.632E+00
-71.400E+00,+15.458E+00,+19.793E+00
-71.300E+00,+15.378E+00,+19.713E+00
-71.200E+00,+15.418E+00,+19.833E+00
-71.100E+00,+15.498E+00,+19.873E+00
-71.000E+00,+15.498E+00,+20.235E+00
-70.900E+00,+15.498E+00,+20.396E+00
-70.800E+00,+15.699E+00,+20.436E+00
-70.700E+00,+15.699E+00,+20.637E+00
-70.600E+00,+15.699E+00,+20.637E+00
-70.500E+00,+15.699E+00,+20.637E+00
-70.400E+00,+15.699E+00,+20.878E+00
-70.300E+00,+15.820E+00,+21.039E+00
-70.200E+00,+15.699E+00,+21.160E+00
-70.100E+00,+15.659E+00,+21.280E+00
-70.000E+00,+15.498E+00,+21.240E+00
-69.900E+00,+15.699E+00,+21.642E+00
-69.800E+00,+15.820E+00,+21.642E+00
-69.700E+00,+15.820E+00,+21.723E+00
-69.600E+00,+15.860E+00,+21.843E+00
-69.500E+00,+15.900E+00,+22.044E+00
-69.400E+00,+15.900E+00,+22.084E+00
-69.300E+00,+15.900E+00,+22.245E+00
-69.200E+00,+15.981E+00,+22.366E+00
-69.100E+00,+15.900E+00,+22.406E+00
-69.000E+00,+15.900E+00,+22.446E+00
-68.900E+00,+15.900E+00,+22.647E+00
-68.800E+00,+16.021E+00,+22.647E+00
-68.700E+00,+16.021E+00,+22.728E+00
-68.600E+00,+16.061E+00,+22.647E+00
-68.500E+00,+16.101E+00,+22.647E+00
-68.400E+00,+16.101E+00,+23.009E+00
-68.300E+00,+16.222E+00,+22.969E+00
-68.200E+00,+16.101E+00,+23.049E+00
-68.100E+00,+16.101E+00,+23.049E+00
-68.000E+00,+16.101E+00,+23.250E+00
-67.900E+00,+16.101E+00,+23.250E+00
-67.800E+00,+16.101E+00,+23.250E+00
-67.700E+00,+16.302E+00,+23.250E+00
-67.600E+00,+16.141E+00,+23.090E+00
-67.500E+00,+16.302E+00,+22.848E+00
-67.400E+00,+16.101E+00,+23.411E+00
-67.300E+00,+16.182E+00,+23.170E+00
-67.200E+00,+16.222E+00,+23.170E+00
-67.100E+00,+16.342E+00,+23.250E+00
-67.000E+00,+16.302E+00,+23.049E+00
-66.900E+00,+16.342E+00,+23.210E+00
-66.800E+00,+16.222E+00,+23.049E+00
-66.700E+00,+16.302E+00,+23.049E+00
-66.600E+00,+16.302E+00,+22.848E+00
-66.500E+00,+16.503E+00,+22.848E+00
-66.400E+00,+16.342E+00,+22.848E+00
-66.300E+00,+16.383E+00,+22.527E+00
-66.200E+00,+16.423E+00,+22.567E+00
-66.100E+00,+16.503E+00,+22.286E+00
-66.000E+00,+16.503E+00,+22.446E+00
-65.900E+00,+16.543E+00,+22.044E+00
-65.800E+00,+16.423E+00,+22.044E+00
-65.700E+00,+16.503E+00,+22.044E+00
-65.600E+00,+16.503E+00,+21.682E+00
-65.500E+00,+16.704E+00,+21.642E+00
-65.400E+00,+16.664E+00,+21.642E+00
-65.300E+00,+16.624E+00,+21.441E+00
-65.200E+00,+16.704E+00,+21.361E+00
-65.100E+00,+16.704E+00,+21.280E+00
-65.000E+00,+16.704E+00,+21.240E+00
-64.900E+00,+16.543E+00,+20.878E+00
-64.800E+00,+16.704E+00,+20.838E+00
-64.700E+00,+16.785E+00,+20.718E+00
-64.600E+00,+16.704E+00,+20.476E+00
-64.500E+00,+16.704E+00,+20.436E+00
-64.400E+00,+16.825E+00,+20.396E+00
-64.300E+00,+16.825E+00,+20.316E+00
-64.200E+00,+16.704E+00,+20.115E+00
-64.100E+00,+16.744E+00,+19.873E+00
-64.000E+00,+16.704E+00,+19.833E+00
-63.900E+00,+16.905E+00,+19.833E+00
-63.800E+00,+17.026E+00,+19.632E+00
-63.700E+00,+16.905E+00,+19.632E+00
-63.600E+00,+16.785E+00,+19.311E+00
-63.500E+00,+16.905E+00,+19.431E+00
-63.400E+00,+17.106E+00,+19.230E+00
-63.300E+00,+17.026E+00,+19.150E+00
-63.200E+00,+16.905E+00,+19.110E+00
-63.100E+00,+17.106E+00,+19.069E+00
-63.000E+00,+16.905E+00,+18.828E+00
-62.900E+00,+17.106E+00,+18.868E+00
-62.800E+00,+17.106E+00,+18.748E+00
-62.700E+00,+17.026E+00,+18.828E+00
-62.600E+00,+17.106E+00,+18.667E+00
-62.500E+00,+17.106E+00,+18.627E+00
-62.400E+00,+17.106E+00,+18.627E+00
-62.300E+00,+17.307E+00,+18.346E+00
-62.200E+00,+17.106E+00,+18.225E+00
-62.100E+00,+17.106E+00,+18.225E+00
-62.000E+00,+17.106E+00,+18.024E+00
-61.900E+00,+17.347E+00,+18.024E+00
-61.800E+00,+17.307E+00,+17.823E+00
-61.700E+00,+17.106E+00,+17.823E+00
-61.600E+00,+17.307E+00,+17.783E+00
-61.500E+00,+17.307E+00,+17.823E+00
-61.400E+00,+17.307E+00,+17.582E+00
-61.300E+00,+17.267E+00,+17.662E+00
-61.200E+00,+17.388E+00,+17.421E+00
-61.100E+00,+17.307E+00,+17.260E+00
-61.000E+00,+17.307E+00,+17.019E+00
-60.900E+00,+17.468E+00,+17.100E+00
-60.800E+00,+17.508E+00,+16.939E+00
-60.700E+00,+17.428E+00,+16.818E+00
-60.600E+00,+17.307E+00,+16.818E+00
-60.500E+00,+17.508E+00,+16.818E+00
-60.400E+00,+17.347E+00,+16.617E+00
-60.300E+00,+17.428E+00,+16.537E+00
-60.200E+00,+17.508E+00,+16.416E+00
-60.100E+00,+17.187E+00,+16.416E+00
-60.000E+00,+17.709E+00,+16.416E+00
-59.900E+00,+17.709E+00,+16.376E+00
-59.800E+00,+17.589E+00,+16.215E+00
-59.700E+00,+17.709E+00,+16.014E+00
-59.600E+00,+17.709E+00,+16.014E+00
-59.500E+00,+17.709E+00,+16.014E+00
-59.400E+00,+17.709E+00,+16.135E+00
-59.300E+00,+17.709E+00,+15.813E+00
-59.200E+00,+17.709E+00,+15.813E+00
-59.100E+00,+17.910E+00,+15.813E+00
-59.000E+00,+17.709E+00,+15.813E+00
-58.900E+00,+17.709E+00,+15.773E+00
-58.800E+00,+17.830E+00,+15.693E+00
-58.700E+00,+17.790E+00,+15.693E+00
-58.600E+00,+17.749E+00,+15.612E+00
-58.500E+00,+17.910E+00,+15.813E+00
-58.400E+00,+17.910E+00,+15.612E+00
-58.300E+00,+17.991E+00,+15.532E+00
-58.200E+00,+17.790E+00,+15.411E+00
-58.100E+00,+17.870E+00,+15.451E+00
-58.000E+00,+17.910E+00,+15.612E+00
-57.900E+00,+18.071E+00,+15.612E+00
-57.800E+00,+17.910E+00,+15.612E+00
-57.700E+00,+17.991E+00,+15.652E+00
-57.600E+00,+18.111E+00,+15.411E+00
-57.500E+00,+17.910E+00,+15.612E+00
-57.400E+00,+17.950E+00,+15.492E+00
-57.300E+00,+18.111E+00,+15.733E+00
-57.200E+00,+18.071E+00,+15.612E+00
